Date,Series,Venue,Toss_Winner,Toss_Decision,1st_Inn_Runs,1st_Inn_Wkts,2nd_Inn_Runs,2nd_Inn_Wkts,3rd_Inn_Runs,3rd_Inn_Wkts,4th_Inn_Runs,4th_Inn_Wkts,Result,POM,Format,Search_Field,Toss_Enc,Venue_Enc
25/09/26,Africa Qual (UGA),Harare Sports Club,Uganda,Bowl,148,7,149,5,0,0,0,0,ZIM (5 wkts),Brian Bennett,T20,AFRICA QUAL (UGA) UGANDA ZIM (5 WKTS),24,46
25/09/28,Africa Qual (BOT),Harare Sports Club,Zimbabwe,Bat,225,4,55,10,0,0,0,0,ZIM (170 runs),Dion Myers,T20,AFRICA QUAL (BOT) ZIMBABWE ZIM (170 RUNS),26,46
25/09/30,Africa Qual (TAN),Harare Sports Club,Zimbabwe,Bat,210,5,97,10,0,0,0,0,ZIM (113 runs),Sikandar Raza,T20,AFRICA QUAL (TAN) ZIMBABWE ZIM (113 RUNS),26,46
25/10/02,Africa Qual (KEN),Harare Sports Club,Kenya,Bat,132,9,133,3,0,0,0,0,ZIM (7 wkts),Richard Ngarava,T20,AFRICA QUAL (KEN) KENYA ZIM (7 WKTS),9,46
25/10/04,Africa Qual (NAM),Harare Sports Club,Namibia,Bat,155,8,156,3,0,0,0,0,ZIM (7 wkts),Sikandar Raza,T20,AFRICA QUAL (NAM) NAMIBIA ZIM (7 WKTS),10,46
25/10/29,ZIM v AFG,Harare Sports Club,Zimbabwe,Bowl,185,6,132,10,0,0,0,0,AFG (53 runs),Rahmanullah Gurbaz,T20,ZIM V AFG ZIMBABWE AFG (53 RUNS),26,46
25/10/31,ZIM v AFG,Harare Sports Club,Afghanistan,Bowl,142,9,143,3,0,0,0,0,AFG (7 wkts),Rashid Khan,T20,ZIM V AFG AFGHANISTAN AFG (7 WKTS),0,46
25/11/02,ZIM v AFG,Harare Sports Club,Afghanistan,Bat,168,7,159,9,0,0,0,0,AFG (9 runs),Ibrahim Zadran,T20,ZIM V AFG AFGHANISTAN AFG (9 RUNS),0,46
25/11/18,Tri-Series (PAK),Rawalpindi Stadium,Zimbabwe,Bat,148,8,149,5,0,0,0,0,PAK (5 wkts),Saim Ayub,T20,TRI-SERIES (PAK) ZIMBABWE PAK (5 WKTS),26,101
25/11/20,Tri-Series (SL),Rawalpindi Stadium,Zimbabwe,Bat,185,5,118,10,0,0,0,0,ZIM (67 runs),Ryan Burl,T20,TRI-SERIES (SL) ZIMBABWE ZIM (67 RUNS),26,101
25/11/23,Tri-Series (PAK),Rawalpindi Stadium,Pakistan,Bat,202,4,133,9,0,0,0,0,PAK (69 runs),Fakhar Zaman,T20,TRI-SERIES (PAK) PAKISTAN PAK (69 RUNS),15,101
25/11/25,Tri-Series (SL),Rawalpindi Stadium,Sri Lanka,Bowl,132,9,133,1,0,0,0,0,SL (9 wkts),Maheesh Theekshana,T20,TRI-SERIES (SL) SRI LANKA SL (9 WKTS),21,101
26/02/09,T20 WC (OMA),SSC Ground,Oman,Bat,142,9,143,2,0,0,0,0,ZIM (8 wkts),Brian Bennett,T20,T20 WC (OMA) OMAN ZIM (8 WKTS),14,104
26/02/13,T20 WC (AUS),R. Premadasa Stadium,Zimbabwe,Bat,169,2,146,10,0,0,0,0,ZIM (23 runs),Brian Bennett,T20,T20 WC (AUS) ZIMBABWE ZIM (23 RUNS),26,94
26/02/19,T20 WC Super 8 (SL),R. Premadasa Stadium,Zimbabwe,Bowl,178,7,182,4,0,0,0,0,ZIM (6 wkts),Sikandar Raza,T20,T20 WC SUPER 8 (SL) ZIMBABWE ZIM (6 WKTS),26,94
26/02/23,T20 WC Super 8 (WI),Wankhede Stadium,West Indies,Bat,254,6,147,10,0,0,0,0,WI (107 runs),Shimron Hetmyer,T20,T20 WC SUPER 8 (WI) WEST INDIES WI (107 RUNS),25,141
26/02/26,T20 WC Super 8 (IND),MA Chidambaram,India,Bat,256,4,184,6,0,0,0,0,IND (72 runs),Abhishek Sharma,T20,T20 WC SUPER 8 (IND) INDIA IND (72 RUNS),6,62
26/03/01,T20 WC Super 8 (SA),Arun Jaitley Stadium,Zimbabwe,Bat,153,7,154,5,0,0,0,0,SA (5 wkts),Sikandar Raza,T20,T20 WC SUPER 8 (SA) ZIMBABWE SA (5 WKTS),26,4
,,,,,0,0,0,0,0,0,0,0,,,T20,,27,147
,,,,,0,0,0,0,0,0,0,0,,,T20,,27,147
,,,,,0,0,0,0,0,0,0,0,,,T20,,27,147
,,,,,0,0,0,0,0,0,0,0,,,T20,,27,147
,,,,,0,0,0,0,0,0,0,0,,,T20,,27,147
,,,,,0,0,0,0,0,0,0,0,,,T20,,27,147
,,,,,0,0,0,0,0,0,0,0,,,T20,,27,147
,,,,,0,0,0,0,0,0,0,0,,,T20,,27,147
,,,,,0,0,0,0,0,0,0,0,,,T20,,27,147
,,,,,0,0,0,0,0,0,0,0,,,T20,,27,147
,,,,,0,0,0,0,0,0,0,0,,,T20,,27,147
,,,,,0,0,0,0,0,0,0,0,,,T20,,27,147
,,,,,0,0,0,0,0,0,0,0,,,T20,,27,147
,,,,,0,0,0,0,0,0,0,0,,,T20,,27,147
,,,,,0,0,0,0,0,0,0,0,,,T20,,27,147
,,,,,0,0,0,0,0,0,0,0,,,T20,,27,147
,,,,,0,0,0,0,0,0,0,0,,,T20,,27,147
,,,,,0,0,0,0,0,0,0,0,,,T20,,27,147
24/02/02,SL v AFG,Sinhalese Sports Club,Sri Lanka,Bowl,198,10,439,10,296,10,56,0,SL (10 wkts),0,Test,SL V AFG SRI LANKA SL (10 WKTS),21,119
24/02/28,AFG v IRE,Tolerance Oval,Afghanistan,Bat,155,10,263,10,218,10,111,4,IRE (6 wkts),0,Test,AFG V IRE AFGHANISTAN IRE (6 WKTS),0,134
24/12/26,ZIM v AFG,Queens Sports Club,Afghanistan,Bat,240,10,195,10,180,6,0,0,Match Drawn,0,Test,ZIM V AFG AFGHANISTAN MATCH DRAWN,0,91
25/01/02,ZIM v AFG,Queens Sports Club,Zimbabwe,Bowl,310,10,120,10,202,10,320,10,AFG (72 runs),0,Test,ZIM V AFG ZIMBABWE AFG (72 RUNS),26,91
25/10/20,ZIM v AFG,Harare Sports Club,Zimbabwe,Bat,450,9,180,10,197,10,0,0,ZIM (Inn & 73 runs),0,Test,ZIM V AFG ZIMBABWE ZIM (INN & 73 RUNS),26,46
24/01/03,AUS v PAK,Sydney Cricket Ground,Pakistan,Bat,313,10,299,10,115,10,130,2,AUS (8 wkts),0,Test,AUS V PAK PAKISTAN AUS (8 WKTS),15,128
24/01/17,AUS v WI,Adelaide Oval,Australia,Bowl,188,10,283,10,120,10,26,0,AUS (10 wkts),0,Test,AUS V WI AUSTRALIA AUS (10 WKTS),1,2
24/01/25,AUS v WI,Brisbane Cricket Ground,West Indies,Bat,311,10,289,9,193,10,207,10,WI (8 runs),0,Test,AUS V WI WEST INDIES WI (8 RUNS),25,17
24/02/29,NZ v AUS,Basin Reserve,New Zealand,Bowl,383,10,179,10,164,10,196,10,AUS (172 runs),0,Test,NZ V AUS NEW ZEALAND AUS (172 RUNS),13,10
24/03/08,NZ v AUS,Hagley Oval,Australia,Bowl,162,10,256,10,372,10,281,7,AUS (3 wkts),0,Test,NZ V AUS AUSTRALIA AUS (3 WKTS),1,45
24/11/22,AUS v IND,Perth Stadium,India,Bat,150,10,104,10,487,6,238,10,IND (295 runs),0,Test,AUS V IND INDIA IND (295 RUNS),6,87
24/12/06,AUS v IND,Adelaide Oval,Australia,Bowl,180,10,337,10,175,10,19,0,AUS (10 wkts),0,Test,AUS V IND AUSTRALIA AUS (10 WKTS),1,2
24/12/14,AUS v IND,Brisbane Cricket Ground,Australia,Bowl,385,10,402,10,210,4,0,0,Match Drawn,0,Test,AUS V IND AUSTRALIA MATCH DRAWN,1,17
24/12/26,AUS v IND,Melbourne Cricket Ground,Australia,Bat,462,10,215,10,182,4,245,10,AUS (184 runs),0,Test,AUS V IND AUSTRALIA AUS (184 RUNS),1,70
25/01/03,AUS v IND,Sydney Cricket Ground,India,Bat,284,10,312,10,205,10,178,4,AUS (6 wkts),0,Test,AUS V IND INDIA AUS (6 WKTS),6,128
25/01/29,SL v AUS,Galle Intl Stadium,Australia,Bat,592,10,182,10,168,10,0,0,AUS (Inn & 242 runs),0,Test,SL V AUS AUSTRALIA AUS (INN & 242 RUNS),1,38
25/02/06,SL v AUS,Galle Intl Stadium,Sri Lanka,Bat,214,10,255,10,142,10,102,1,AUS (9 wkts),0,Test,SL V AUS SRI LANKA AUS (9 WKTS),21,38
25/06/11,WTC Final,Lord's,South Africa,Bowl,245,10,288,10,212,10,170,5,SA (5 wkts),0,Test,WTC FINAL SOUTH AFRICA SA (5 WKTS),20,58
25/06/25,WI v AUS,Kensington Oval,Australia,Bat,365,10,210,10,224,10,220,10,AUS (159 runs),0,Test,WI V AUS AUSTRALIA AUS (159 RUNS),1,55
25/07/03,WI v AUS,National Stadium,West Indies,Bowl,412,10,245,10,186,6,220,10,AUS (133 runs),0,Test,WI V AUS WEST INDIES AUS (133 RUNS),25,77
25/07/12,WI v AUS,Sabina Park,Australia,Bat,338,10,192,10,240,7,210,10,AUS (176 runs),0,Test,WI V AUS AUSTRALIA AUS (176 RUNS),1,105
25/11/21,AUS v ENG,Perth Stadium,England,Bat,212,10,340,10,205,10,78,2,AUS (8 wkts),0,Test,AUS V ENG ENGLAND AUS (8 WKTS),4,87
25/12/04,AUS v ENG,Brisbane Cricket Ground,Australia,Bowl,258,10,315,10,192,10,136,2,AUS (8 wkts),0,Test,AUS V ENG AUSTRALIA AUS (8 WKTS),1,17
25/12/17,AUS v ENG,Adelaide Oval,Australia,Bat,405,10,215,10,182,6,290,10,AUS (82 runs),0,Test,AUS V ENG AUSTRALIA AUS (82 RUNS),1,2
25/12/26,AUS v ENG,Melbourne Cricket Ground,Australia,Bowl,185,10,220,10,310,10,276,6,ENG (4 wkts),0,Test,AUS V ENG AUSTRALIA ENG (4 WKTS),1,70
26/01/04,AUS v ENG,Sydney Cricket Ground,England,Bat,384,10,567,10,342,10,161,5,AUS (5 wkts),0,Test,AUS V ENG ENGLAND AUS (5 WKTS),4,128
26/08/22,AUS v BAN,Great Barrier Reef Arena,Australia,Bowl,64,10,210,10,95,10,0,0,AUS (Inn & 51 runs),0,Test,AUS V ENG AUSTRALIA AUS (INN & 51 RUNS),4,128
24/03/22,BAN v SL,Sylhet Stadium,Bangladesh,Bowl,280,10,188,10,418,10,182,10,SL (328 runs),0,Test,BAN V SL BANGLADESH SL (328 RUNS),2,131
24/03/30,BAN v SL,Zahur Ahmed Stadium,Sri Lanka,Bat,531,10,178,10,157,7,318,10,SL (192 runs),0,Test,BAN V SL SRI LANKA SL (192 RUNS),21,146
24/08/21,PAK v BAN,Rawalpindi Stadium,Bangladesh,Bowl,448,6,565,10,146,10,30,0,BAN (10 wkts),0,Test,PAK V BAN BANGLADESH BAN (10 WKTS),2,101
24/08/30,PAK v BAN,Rawalpindi Stadium,Bangladesh,Bowl,274,10,262,10,172,10,185,4,BAN (6 wkts),0,Test,PAK V BAN BANGLADESH BAN (6 WKTS),2,101
24/09/19,IND v BAN,MA Chidambaram,Bangladesh,Bowl,376,10,149,10,287,4,234,10,IND (280 runs),0,Test,IND V BAN BANGLADESH IND (280 RUNS),2,62
24/09/27,IND v BAN,Green Park,India,Bowl,233,10,285,9,146,10,98,3,IND (7 wkts),0,Test,IND V BAN INDIA IND (7 WKTS),6,41
24/10/21,BAN v SA,Shere Bangla Stadium,Bangladesh,Bat,106,10,308,10,307,10,106,3,SA (7 wkts),0,Test,BAN V SA BANGLADESH SA (7 WKTS),2,117
24/10/29,BAN v SA,Zahur Ahmed Stadium,South Africa,Bat,575,6,159,10,143,10,0,0,SA (Inn & 273 runs),0,Test,BAN V SA SOUTH AFRICA SA (INN & 273 RUNS),20,146
24/11/22,WI v BAN,Sir Vivian Richards,Bangladesh,Bowl,450,9,269,10,152,3,132,10,WI (201 runs),0,Test,WI V BAN BANGLADESH WI (201 RUNS),2,121
24/11/30,WI v BAN,Sabina Park,Bangladesh,Bat,164,10,146,10,268,10,185,10,BAN (101 runs),0,Test,WI V BAN BANGLADESH BAN (101 RUNS),2,105
25/04/20,BAN v ZIM,Sylhet Stadium,Zimbabwe,Bowl,224,10,272,10,152,10,105,7,ZIM (3 wkts),0,Test,BAN V ZIM ZIMBABWE ZIM (3 WKTS),26,131
25/04/28,BAN v ZIM,Zahur Ahmed Stadium,Zimbabwe,Bowl,412,10,148,10,158,10,0,0,BAN (Inn & 106 runs),0,Test,BAN V ZIM ZIMBABWE BAN (INN & 106 RUNS),26,146
25/06/17,SL v BAN,Galle Intl Stadium,Bangladesh,Bowl,365,10,402,10,188,5,0,0,Match Drawn,0,Test,SL V BAN BANGLADESH MATCH DRAWN,2,38
25/06/25,SL v BAN,Sinhalese Sports Club,Sri Lanka,Bat,485,10,192,10,215,10,0,0,SL (Inn & 78 runs),0,Test,SL V BAN SRI LANKA SL (INN & 78 RUNS),21,119
25/11/11,BAN v IRE,Sylhet Stadium,Ireland,Bowl,398,10,162,10,189,10,0,0,BAN (Inn & 47 runs),0,Test,BAN V IRE IRELAND BAN (INN & 47 RUNS),7,131
25/11/19,BAN v IRE,Shere Bangla Stadium,Bangladesh,Bat,315,10,185,10,258,6,171,10,BAN (217 runs),0,Test,BAN V IRE BANGLADESH BAN (217 RUNS),2,117
26/08/22,AUS v BAN,Great Barrier Reef Arena,Australia,Bowl,64,10,210,10,95,10,0,0,AUS (Inn & 51 runs),0,Test,AUS V ENG AUSTRALIA AUS (INN & 51 RUNS),4,128
,,,,,0,0,0,0,0,0,0,0,,0,Test,,27,147
,,,,,0,0,0,0,0,0,0,0,,0,Test,,27,147
,,,,,0,0,0,0,0,0,0,0,,0,Test,,27,147
,,,,,0,0,0,0,0,0,0,0,,0,Test,,27,147
,,,,,0,0,0,0,0,0,0,0,,0,Test,,27,147
24/01/25,IND v ENG,Rajiv Gandhi Stadium,England,Bat,246,10,436,10,420,10,202,10,ENG (28 runs),0,Test,IND V ENG ENGLAND ENG (28 RUNS),4,96
24/02/02,IND v ENG,ACA-VDCA Stadium,India,Bat,396,10,253,10,255,10,292,10,IND (106 runs),0,Test,IND V ENG INDIA IND (106 RUNS),6,1
24/02/15,IND v ENG,Niranjan Shah Stadium,India,Bat,445,10,319,10,430,4,122,10,IND (434 runs),0,Test,IND V ENG INDIA IND (434 RUNS),6,80
24/02/23,IND v ENG,JSCA Stadium Complex,England,Bat,353,10,307,10,145,10,192,5,IND (5 wkts),0,Test,IND V ENG ENGLAND IND (5 WKTS),4,52
24/03/07,IND v ENG,HPCA Stadium,England,Bat,218,10,477,10,195,10,0,0,IND (Inn & 64 runs),0,Test,IND V ENG ENGLAND IND (INN & 64 RUNS),4,44
24/07/10,ENG v WI,Lord's,England,Bowl,121,10,371,10,136,10,0,0,ENG (Inn & 114 runs),0,Test,ENG V WI ENGLAND ENG (INN & 114 RUNS),4,58
24/07/18,ENG v WI,Trent Bridge,West Indies,Bowl,416,10,457,10,425,10,143,10,ENG (241 runs),0,Test,ENG V WI WEST INDIES ENG (241 RUNS),25,136
24/07/26,ENG v WI,Edgbaston,West Indies,Bat,282,10,376,10,175,10,87,0,ENG (10 wkts),0,Test,ENG V WI WEST INDIES ENG (10 WKTS),25,34
24/08/21,ENG v SL,Old Trafford,Sri Lanka,Bat,236,10,358,10,326,10,205,5,ENG (5 wkts),0,Test,ENG V SL SRI LANKA ENG (5 WKTS),21,81
24/08/29,ENG v SL,Lord's,Sri Lanka,Bowl,427,10,196,10,251,10,292,10,ENG (190 runs),0,Test,ENG V SL SRI LANKA ENG (190 RUNS),21,58
24/09/06,ENG v SL,Kennington Oval,Sri Lanka,Bowl,325,10,263,10,156,10,219,2,SL (8 wkts),0,Test,ENG V SL SRI LANKA SL (8 WKTS),21,54
24/10/07,PAK v ENG,Multan Cricket Stadium,Pakistan,Bat,556,10,823,7,220,10,0,0,ENG (Inn & 47 runs),0,Test,PAK V ENG PAKISTAN ENG (INN & 47 RUNS),15,71
24/10/15,PAK v ENG,Multan Cricket Stadium,Pakistan,Bat,366,10,291,10,221,10,144,10,PAK (152 runs),0,Test,PAK V ENG PAKISTAN PAK (152 RUNS),15,71
24/10/24,PAK v ENG,Rawalpindi Stadium,England,Bat,267,10,344,10,112,10,37,1,PAK (9 wkts),0,Test,PAK V ENG ENGLAND PAK (9 WKTS),4,101
24/11/28,NZ v ENG,Hagley Oval,England,Bowl,348,10,499,10,254,10,104,2,ENG (8 wkts),0,Test,NZ V ENG ENGLAND ENG (8 WKTS),4,45
24/12/06,NZ v ENG,Basin Reserve,New Zealand,Bowl,280,10,125,10,427,10,259,10,ENG (323 runs),0,Test,NZ V ENG NEW ZEALAND ENG (323 RUNS),13,10
24/12/14,NZ v ENG,Seddon Park,New Zealand,Bat,507,10,192,10,358,10,250,10,NZ (423 runs),0,Test,NZ V ENG NEW ZEALAND NZ (423 RUNS),13,109
25/05/22,ENG v ZIM,Trent Bridge,England,Bowl,105,10,350,10,200,10,0,0,ENG (Inn & 45 runs),0,Test,ENG V ZIM ENGLAND ENG (INN & 45 RUNS),4,136
25/06/20,ENG v IND,Headingley,England,Bowl,240,10,285,10,212,10,170,5,ENG (5 wkts),0,Test,ENG V IND ENGLAND ENG (5 WKTS),4,48
25/07/02,ENG v IND,Edgbaston,India,Bat,450,10,220,10,315,8,209,10,IND (336 runs),0,Test,ENG V IND INDIA IND (336 RUNS),6,34
25/07/10,ENG v IND,Lord's,India,Bowl,288,10,262,10,192,10,196,10,ENG (22 runs),0,Test,ENG V IND INDIA ENG (22 RUNS),6,58
25/07/23,ENG v IND,Old Trafford,England,Bat,390,10,405,10,210,6,0,0,Match Drawn,0,Test,ENG V IND ENGLAND MATCH DRAWN,4,81
25/07/31,ENG v IND,Kennington Oval,England,Bowl,312,10,295,10,215,10,226,10,IND (6 runs),0,Test,ENG V IND ENGLAND IND (6 RUNS),4,54
25/11/21,AUS v ENG,Perth Stadium,England,Bat,212,10,340,10,205,10,78,2,AUS (8 wkts),0,Test,AUS V ENG ENGLAND AUS (8 WKTS),4,87
25/12/04,AUS v ENG,Brisbane Cricket Ground,Australia,Bowl,258,10,315,10,192,10,136,2,AUS (8 wkts),0,Test,AUS V ENG AUSTRALIA AUS (8 WKTS),1,17
25/12/17,AUS v ENG,Adelaide Oval,Australia,Bat,405,10,215,10,182,6,290,10,AUS (82 runs),0,Test,AUS V ENG AUSTRALIA AUS (82 RUNS),1,2
25/12/26,AUS v ENG,Melbourne Cricket Ground,Australia,Bowl,185,10,220,10,310,10,276,6,ENG (4 wkts),0,Test,AUS V ENG AUSTRALIA ENG (4 WKTS),1,70
26/01/04,AUS v ENG,Sydney Cricket Ground,England,Bat,242,10,288,10,195,10,150,5,AUS (5 wkts),0,Test,AUS V ENG ENGLAND AUS (5 WKTS),4,128
24/01/25,IND v ENG,Rajiv Gandhi Intl Stadium,England,Bat,246,10,436,10,420,10,202,10,ENG (28 runs),0,Test,IND V ENG ENGLAND ENG (28 RUNS),4,95
24/02/02,IND v ENG,Dr YS Rajasekhara Reddy Stadium,India,Bat,396,10,253,10,255,10,292,10,IND (106 runs),0,Test,IND V ENG INDIA IND (106 RUNS),6,28
24/02/15,IND v ENG,Saurashtra Cricket Association Stadium,India,Bat,445,10,319,10,430,4,122,10,IND (434 runs),0,Test,IND V ENG INDIA IND (434 RUNS),6,107
24/02/23,IND v ENG,JSCA Intl Stadium Complex,England,Bat,353,10,307,10,145,10,192,5,IND (5 wkts),0,Test,IND V ENG ENGLAND IND (5 WKTS),4,51
24/03/07,IND v ENG,HPCA Stadium,England,Bat,218,10,477,10,195,10,0,0,IND (Inn & 64 runs),0,Test,IND V ENG ENGLAND IND (INN & 64 RUNS),4,44
24/09/19,IND v BAN,MA Chidambaram Stadium,Bangladesh,Bowl,376,10,149,10,287,4,234,10,IND (280 runs),0,Test,IND V BAN BANGLADESH IND (280 RUNS),2,63
24/09/27,IND v BAN,Green Park,India,Bowl,233,10,285,9,146,10,98,3,IND (7 wkts),0,Test,IND V BAN INDIA IND (7 WKTS),6,41
24/11/22,AUS v IND,Perth Stadium,India,Bat,150,10,104,10,487,6,238,10,IND (295 runs),0,Test,AUS V IND INDIA IND (295 RUNS),6,87
24/12/06,AUS v IND,Adelaide Oval,Australia,Bowl,180,10,337,10,175,10,19,0,AUS (10 wkts),0,Test,AUS V IND AUSTRALIA AUS (10 WKTS),1,2
24/12/14,AUS v IND,Brisbane Cricket Ground,Australia,Bowl,385,10,402,10,210,4,0,0,Match Drawn,0,Test,AUS V IND AUSTRALIA MATCH DRAWN,1,17
24/12/26,AUS v IND,Melbourne Cricket Ground,Australia,Bat,462,10,215,10,182,4,245,10,AUS (184 runs),0,Test,AUS V IND AUSTRALIA AUS (184 RUNS),1,70
25/01/03,AUS v IND,Sydney Cricket Ground,India,Bat,284,10,312,10,205,10,178,4,AUS (6 wkts),0,Test,AUS V IND INDIA AUS (6 WKTS),6,128
25/06/20,ENG v IND,Headingley,England,Bowl,240,10,285,10,212,10,170,5,ENG (5 wkts),0,Test,ENG V IND ENGLAND ENG (5 WKTS),4,48
25/07/02,ENG v IND,Edgbaston,India,Bat,450,10,220,10,315,8,209,10,IND (336 runs),0,Test,ENG V IND INDIA IND (336 RUNS),6,34
25/10/10,ENG v IND,Lord's,India,Bowl,288,10,262,10,192,10,196,10,ENG (22 runs),0,Test,ENG V IND INDIA ENG (22 RUNS),6,58
25/07/23,ENG v IND,Old Trafford,England,Bat,390,10,405,10,210,6,0,0,Match Drawn,0,Test,ENG V IND ENGLAND MATCH DRAWN,4,81
25/07/31,ENG v IND,Kennington Oval,England,Bowl,312,10,295,10,215,10,226,10,IND (6 runs),0,Test,ENG V IND ENGLAND IND (6 RUNS),4,54
26/08/15,SL v IND,Galle International Stadium,India,Bat,462,10,193,10,284,10,206,10,IND (165 runs),0,Test,SL V IND INDIA IND (165 RUNS),5,120
26/08/23,SL v IND,Sinhalese Sports Club Colombo,India,Bat,503,9,290,10,0,0,429,9,Match Drawn,0,Test,SL V IND IND SL MATCH DRAWN,10,153
,,,,,0,0,0,0,0,0,0,0,,0,Test,,27,147
,,,,,0,0,0,0,0,0,0,0,,0,Test,,27,147
,,,,,0,0,0,0,0,0,0,0,,0,Test,,27,147
,,,,,0,0,0,0,0,0,0,0,,0,Test,,27,147
,,,,,0,0,0,0,0,0,0,0,,0,Test,,27,147
,,,,,0,0,0,0,0,0,0,0,,0,Test,,27,147
,,,,,0,0,0,0,0,0,0,0,,0,Test,,27,147
,,,,,0,0,0,0,0,0,0,0,,0,Test,,27,147
,,,,,0,0,0,0,0,0,0,0,,0,Test,,27,147
,,,,,0,0,0,0,0,0,0,0,,0,Test,,27,147
,,,,,0,0,0,0,0,0,0,0,,0,Test,,27,147
24/02/28,AFG v IRE,"Tolerance Oval, Abu Dhabi",Afghanistan,Bat,155,10,263,10,218,10,111,4,IRE (6 wkts),0,Test,AFG V IRE AFGHANISTAN IRE (6 WKTS),0,135
24/07/25,IRE v ZIM,"Civil Service Cricket Club, Belfast",Ireland,Bowl,210,10,250,10,197,10,158,6,IRE (4 wkts),0,Test,IRE V ZIM IRELAND IRE (4 WKTS),7,23
25/02/06,ZIM v IRE,"Queens Sports Club, Bulawayo",Ireland,Bowl,267,10,260,10,228,10,298,10,IRE (63 runs),0,Test,ZIM V IRE IRELAND IRE (63 RUNS),7,92
25/11/11,BAN v IRE,Sylhet International Cricket Stadium,Ireland,Bat,286,10,587,8,254,10,0,0,BAN (Inn & 47 runs),0,Test,BAN V IRE IRELAND BAN (INN & 47 RUNS),7,129
25/11/19,BAN v IRE,"Shere Bangla National Stadium, Dhaka",Bangladesh,Bat,476,10,265,10,297,4,291,10,BAN (217 runs),0,Test,BAN V IRE BANGLADESH BAN (217 RUNS),2,116
,,,,,0,0,0,0,0,0,0,0,,0,Test,,27,147
,,,,,0,0,0,0,0,0,0,0,,0,Test,,27,147
,,,,,0,0,0,0,0,0,0,0,,0,Test,,27,147
,,,,,0,0,0,0,0,0,0,0,,0,Test,,27,147
,,,,,0,0,0,0,0,0,0,0,,0,Test,,27,147
,,,,,0,0,0,0,0,0,0,0,,0,Test,,27,147
,,,,,0,0,0,0,0,0,0,0,,0,Test,,27,147
,,,,,0,0,0,0,0,0,0,0,,0,Test,,27,147
,,,,,0,0,0,0,0,0,0,0,,0,Test,,27,147
,,,,,0,0,0,0,0,0,0,0,,0,Test,,27,147
,,,,,0,0,0,0,0,0,0,0,,0,Test,,27,147
,,,,,0,0,0,0,0,0,0,0,,0,Test,,27,147
,,,,,0,0,0,0,0,0,0,0,,0,Test,,27,147
,,,,,0,0,0,0,0,0,0,0,,0,Test,,27,147
,,,,,0,0,0,0,0,0,0,0,,0,Test,,27,147
,,,,,0,0,0,0,0,0,0,0,,0,Test,,27,147
,,,,,0,0,0,0,0,0,0,0,,0,Test,,27,147
,,,,,0,0,0,0,0,0,0,0,,0,Test,,27,147
,,,,,0,0,0,0,0,0,0,0,,0,Test,,27,147
,,,,,0,0,0,0,0,0,0,0,,0,Test,,27,147
,,,,,0,0,0,0,0,0,0,0,,0,Test,,27,147
,,,,,0,0,0,0,0,0,0,0,,0,Test,,27,147
,,,,,0,0,0,0,0,0,0,0,,0,Test,,27,147
24/02/04,NZ v SA,Bay Oval,South Africa,Bowl,511,10,162,10,179,4,247,10,NZ (281 runs),0,Test,NZ V SA SOUTH AFRICA NZ (281 RUNS),20,11
24/02/13,NZ v SA,Seddon Park,South Africa,Bat,242,10,211,10,235,10,269,3,NZ (7 wkts),0,Test,NZ V SA SOUTH AFRICA NZ (7 WKTS),20,109
24/02/29,NZ v AUS,Basin Reserve,New Zealand,Bowl,383,10,179,10,164,10,196,10,AUS (172 runs),0,Test,NZ V AUS NEW ZEALAND AUS (172 RUNS),13,10
24/03/08,NZ v AUS,Hagley Oval,Australia,Bowl,162,10,256,10,372,10,281,7,AUS (3 wkts),0,Test,NZ V AUS AUSTRALIA AUS (3 WKTS),1,45
24/09/18,SL v NZ,Galle Intl Stadium,Sri Lanka,Bat,305,10,340,10,309,10,211,10,SL (63 runs),0,Test,SL V NZ SRI LANKA SL (63 RUNS),21,38
24/09/26,SL v NZ,Galle Intl Stadium,Sri Lanka,Bat,602,5,88,10,360,10,0,0,SL (Inn & 154 runs),0,Test,SL V NZ SRI LANKA SL (INN & 154 RUNS),21,38
24/10/16,IND v NZ,M Chinnaswamy Stadium,India,Bat,46,10,402,10,462,10,110,2,NZ (8 wkts),0,Test,IND V NZ INDIA NZ (8 WKTS),6,60
24/10/24,IND v NZ,MCA Stadium,New Zealand,Bat,259,10,156,10,255,10,245,10,NZ (113 runs),0,Test,IND V NZ NEW ZEALAND NZ (113 RUNS),13,64
24/11/01,IND v NZ,Wankhede Stadium,New Zealand,Bat,235,10,263,10,174,10,121,10,NZ (25 runs),0,Test,IND V NZ NEW ZEALAND NZ (25 RUNS),13,141
24/11/28,NZ v ENG,Hagley Oval,England,Bowl,348,10,499,10,254,10,104,2,ENG (8 wkts),0,Test,NZ V ENG ENGLAND ENG (8 WKTS),4,45
24/12/06,NZ v ENG,Basin Reserve,New Zealand,Bowl,280,10,125,10,427,10,259,10,ENG (323 runs),0,Test,NZ V ENG NEW ZEALAND ENG (323 RUNS),13,10
24/12/14,NZ v ENG,Seddon Park,New Zealand,Bat,507,10,192,10,358,10,250,10,NZ (423 runs),0,Test,NZ V ENG NEW ZEALAND NZ (423 RUNS),13,109
25/07/30,ZIM v NZ,Queens Sports Club,Zimbabwe,Bat,240,10,285,10,142,10,98,1,NZ (9 wkts),0,Test,ZIM V NZ ZIMBABWE NZ (9 WKTS),26,91
